"CountryCode","SeriesCode","DESCRIPTION",
"COG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"COG","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Surveys. Source: ""Direction Générale de l'Industrie Touristique"". Including nationals residing abroad.",
"COG","MS.MIL.XPND.ZS","1992-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","MS.MIL.XPND.CD","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COG","IT.NET.BBND.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","IT.CEL.SETS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"COG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COL","MS.MIL.XPND.CD","1960-1969 SIPRI estimates.",
"COL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COL","IT.CEL.SETS","Ministerio de Comunicaciones.",
"COL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COL","MS.MIL.XPND.ZS","1988-1989 SIPRI estimates.",
"COL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 1996: change in the methodology. From 2010 arrivals of non-resident travellers by immigration checkpoints.",
"COL","IT.NET.USER.ZS","Ministerio de Comunicaciones.",
"COL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","IT.MLT.MAIN","Ministerio de Comunicaciones.",
"COL","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"COL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COL","IT.NET.BBND","Ministerio de Comunicaciones.",
"COL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"COL","IT.CEL.SETS.P2","Ministerio de Comunicaciones.",
"COL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","MS.MIL.XPND.CN","1960-1969 SIPRI estimates.",
"COL","SP.POP.TOTL","Data source: United Nations World Population Prospects 2019 Revision. Note: The UN estimates for Colombia are based on 2005 and earlier censuses and official estimates through 2018. UN estimates are likely to reflect the 2018 census results in the subsequent WPP Revisions once the 2018 census results become available.",
"COL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","IT.MLT.MAIN.P2","Ministerio de Comunicaciones.",
"COL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects, DHS 2010",
"COL","IT.NET.BBND.P2","Ministerio de Comunicaciones.",
"COL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","IT.NET.BBND","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COM","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2020 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreements signed in 2010 and the HIPC debt relief. DSSI eligible and participating in 2020.",
"COM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COM","IT.CEL.SETS.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"COM","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995, 2003, 2004: Banque centrale des Comores.",
"COM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COM","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COM","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air.",
"COM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"COM","IT.MLT.MAIN.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COM","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COM","IT.NET.BBND.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. For purposes of estimation, the estimates for Comoros and Mayotte are derived and reported separately.",
"COM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COM","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COM","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2004: Banque centrale des Comores.",
"COM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COM","IT.MLT.MAIN","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"COM","IT.NET.USER.ZS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.CEL.SETS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","IT.NET.BBND","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.MLT.MAIN","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CPV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CPV","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","IT.CEL.SETS.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments. 1995-1999: arrivals by air. From 2000 arrivals of non-resident tourists in hotels and similar establishments.",
"CPV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CPV","IT.NET.USER.ZS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CPV","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CPV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data are not available. Short-term debt for 2020 is based on data from the BIS. DSSI eligible and participating in 2020.",
"CPV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CPV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CPV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CPV","IT.MLT.MAIN.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CPV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CPV","IT.NET.BBND.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CPV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CPV","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CPV","IT.CEL.SETS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CPV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CPV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CPV","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CRI","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"CRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CRI","IT.MLT.MAIN","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.NET.BBND","Instituto Costarricense de Electricidad (ICE).",
"CRI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CRI","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CRI","IT.CEL.SETS.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CRI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CRI","IT.MLT.MAIN.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.NET.BBND.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CRI","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CRI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CRI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"CRI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CRI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and Long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"CRI","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","IT.NET.USER.ZS","Instituto Costarricense de Electricidad (ICE).",
"CRI","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"CRI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CRI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","IT.CEL.SETS","Instituto Costarricense de Electricidad (ICE).",
"CRI","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CUB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CUB","IT.CEL.SETS.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CUB","IT.CEL.SETS","Ministerio de la Informática y las Comunicaciones.",
"CUB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CUB","IT.MLT.MAIN.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CUB","IT.NET.BBND.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CUB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CUB","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"CUB","ST.INT.TVLR.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CUB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CUB","IT.NET.BBND","Ministerio de la Informática y las Comunicaciones.",
"CUB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CUB","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"CUB","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"CUB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CUB","ST.INT.TRNR.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CUB","IT.MLT.MAIN","Ministerio de la Informática y las Comunicaciones.",
"CUB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CUB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CUB","ST.INT.DPRT","Includes overnight visitors (tourists) only. Including only tours authorized by the ""Instituto de Turismo"".",
"CUB","IT.NET.USER.ZS","Ministerio de la Informática y las Comunicaciones.",
"CUB","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"CUW","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CUW","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CUW","SP.DYN.LE00.FE.IN","Data source: Central bureau of Statistics",
"CUW","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CUW","SP.DYN.LE00.MA.IN","Data source: Central bureau of Statistics",
"CUW","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CUW","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CUW","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2006 source: Central Bank of the Netherlands Antilles.",
"CUW","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CUW","SP.DYN.CDRT.IN","Data source: Central bureau of Statistics",
"CUW","SP.DYN.CBRT.IN","Data source: Central bureau of Statistics",
"CUW","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2006 source: Central Bank of the Netherlands Antilles.",
"CUW","SP.DYN.TFRT.IN","Data source: Central bureau of Statistics",
"CUW","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CUW","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"CUW","SP.POP.TOTL","Data source: Central bureau of Statistics",
"CUW","SP.POP.GROW","Data source: Central bureau of Statistics Netherlands Antilles",
"CYM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CYM","SP.DYN.CBRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.CDRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.LE00.FE.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"CYM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CYM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CYM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CYM","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","ST.INT.XPND.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CYM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CYM","IT.MLT.MAIN","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CYM","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"CYM","IT.NET.BBND","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","IT.CEL.SETS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CYM","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CYM","SP.DYN.LE00.MA.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYP","SL.UEM.NEET.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.NEET.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.TOTL.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","NY.GDP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SL.TLF.ACTI.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.TOTL.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.SMGT.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","NY.GDP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SL.EMP.1524.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.TOTL.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","NY.GDP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CYP","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CYP","NE.CON.PRVT.PC.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","PA.NUS.FCRF","Data are reported in Cypriot pounds.",
"CYP","NE.CON.PRVT.PC.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","IT.NET.BBND","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","SP.ADO.TFRT","Including Northern-Cyprus.",
"CYP","NY.GNP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","MS.MIL.XPND.ZS","1995-2003 SIPRI estimates.",
"CYP","IT.NET.USER.ZS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CYP","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","NY.GNP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.MKTP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.CN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Northern-Cyprus.",
"CYP","SL.UEM.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.PART.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.PART.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.PART.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.BASC.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SL.TLF.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","IT.NET.BBND.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","SL.UEM.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
